Date,ate 2,Payee,Amount,Memo,OrigPayee,Expense Type
5/7/2021,5/10/2021,elsafadi mediterrean markedmonton ab,-13.98,,ELSAFADI MEDITERREAN MARKEDMONTON AB,Supplies
5/7/2021,5/10/2021,cedar sweets ltd ,-85.7,,CEDAR SWEETS LTD EDMONTON AB,Undefined
5/8/2021,5/10/2021,tim hortons ,-4.58,,TIM HORTONS #2282 EDMONTON AB,Meals and entertainment
5/8/2021,5/10/2021,sq darul uloom alberta 8774174551 ab,-25,,SQ *DARUL ULOOM ALBERTA 8774174551 AB,Undefined
5/8/2021,5/10/2021,amzn mktp ca2l1vc4h41 www.amazon.caon,-36.99,,AMZN MKTP CA*2L1VC4H41 WWW.AMAZON.CAON,Supplies
5/8/2021,5/10/2021,amzn mktp ca8g8r12k13 www.amazon.caon,-13.63,,AMZN MKTP CA*8G8R12K13 WWW.AMAZON.CAON,Supplies
5/8/2021,5/10/2021,amzn mktp ca8b1lz07g3 www.amazon.caon,-16.99,,AMZN MKTP CA*8B1LZ07G3 WWW.AMAZON.CAON,Supplies
5/9/2021,5/11/2021,bulk barn ,-2.54,,BULK BARN #716 EDMONTON AB,Undefined
5/9/2021,5/10/2021,amzn mktp ca240p005i3 www.amazon.caon,-15.99,,AMZN MKTP CA*240P005I3 WWW.AMAZON.CAON,Supplies
5/9/2021,5/10/2021,amzn mktp ca2l0dz4821 www.amazon.caon,-15.99,,AMZN MKTP CA*2L0DZ4821 WWW.AMAZON.CAON,Supplies
5/9/2021,5/10/2021,shoppers drug mart 2370 ,-33.04,,SHOPPER'S DRUG MART 2370 EDMONTON AB,Meals and entertainment
5/10/2021,5/11/2021,aldo ,-37.26,,ALDO #1120 EDMONTON AB,Supplies
5/10/2021,5/11/2021,bath and body works canaedmonton ab,-7.3,,BATH AND BODY WORKS (CANAEDMONTON AB,Undefined
5/10/2021,5/11/2021,dollarama ,-47.22,,DOLLARAMA #1371 EDMONTON AB,Supplies
5/10/2021,5/11/2021,logmeingotoconnect logmein.com,-42.86,,LOGMEIN*GOTOCONNECT LOGMEIN.COM QC,Undefined
5/10/2021,5/11/2021,sephora kingsway mall ,-33.08,,SEPHORA KINGSWAY MALL EDMONTON AB,Meals and entertainment
5/10/2021,5/11/2021,toys R us ,-242.67,,TOYS "R" US #3535 EDMONTON AB,Supplies
5/10/2021,5/11/2021,& out registry ab,-1631.75,,IN & OUT REGISTRY NC 888-4607771 AB,Undefined
5/10/2021,5/10/2021,amazon.ca2l83556n1 amazon.ca,-15.72,,AMAZON.CA*2L83556N1 AMAZON.CA ON,Supplies
5/11/2021,5/12/2021,paypal shein com 4029357733,-52.39,,PAYPAL *SHEIN COM 4029357733,Undefined
5/11/2021,5/14/2021,sobeys namao ,-11.86,,SOBEYS NAMAO #5480 EDMONTON AB,Supplies
5/12/2021,5/12/2021,marshallshomesense 76 st. albert ab,-105.98,,MARSHALLS/HOMESENSE 76 ST. ALBERT AB,Undefined
5/12/2021,5/13/2021,quickbooks ab,-84,,QUICKBOOKS 888-829-8589 AB,Computer-related expenses
5/12/2021,5/13/2021,elsafadi mediterrean markedmonton ab,-21.25,,ELSAFADI MEDITERREAN MARKEDMONTON AB,Supplies
5/12/2021,5/14/2021,shoppers drug mart ,-39.76,,SHOPPER'S DRUG MART#2374 EDMONTON AB,Meals and entertainment
5/13/2021,5/13/2021,amzn mktp ca2l1za4rm1 www.amazon.caon,-25.7,,AMZN MKTP CA*2L1ZA4RM1 WWW.AMAZON.CAON,Supplies
5/14/2021,5/14/2021,amzn mktp ca2l7sp7qs0 www.amazon.caon,-24.52,,AMZN MKTP CA*2L7SP7QS0 WWW.AMAZON.CAON,Supplies
5/14/2021,5/17/2021,direct energy regulated ,-149.03,,DIRECT ENERGY REGULATED EDMONTON AB,Undefined
5/14/2021,5/17/2021,elsafadi mediterrean markedmonton ab,-28.55,,ELSAFADI MEDITERREAN MARKEDMONTON AB,Supplies
5/16/2021,5/18/2021,lowes 03700 ,-26.62,,LOWES #03700* EDMONTON AB,Supplies
5/16/2021,5/18/2021,lowes 03700 ,-87.86,,LOWES #03700* EDMONTON AB,Supplies
5/16/2021,5/18/2021,the home depot ,-17.22,,THE HOME DEPOT #7119 EDMONTON AB,Supplies
5/16/2021,5/17/2021,petrocan-10016 104 ave westlock ab,-60.3,,PETROCAN-10016 104 AVE WESTLOCK AB,Fuel costs
5/17/2021,5/18/2021,apple.combill,-4.19,,APPLE.COM/BILL 866-712-7753 ON,Undefined
5/17/2021,5/18/2021,www costco on,-62.99,,WWW COSTCO CA 888-426-7826 ON,Supplies
5/17/2021,5/18/2021,hughes petroleum ltd ,-4.95,,HUGHES PETROLEUM LTD # EDMONTON AB,Fuel costs
5/17/2021,5/19/2021,save foods ,-62.6,,SAVE ON FOODS #6664 EDMONTON AB,Supplies
5/18/2021,5/19/2021,amzn mktp ca2l4wh1rl0 www.amazon.caon,-8.29,,AMZN MKTP CA*2L4WH1RL0 WWW.AMAZON.CAON,Supplies
5/18/2021,5/19/2021,uber pending amsterdam,-36.67,,UBER PENDING AMSTERDAM ON,Undefined
5/18/2021,5/19/2021,tim hortons ,-2.49,,TIM HORTONS #2282 EDMONTON AB,Meals and entertainment
5/18/2021,5/19/2021,cdn tire store ,-115.48,,CDN TIRE STORE #00347 EDMONTON AB,Supplies
5/19/2021,5/19/2021,amzn mktp ca2l3dn8yw0 www.amazon.caon,-28.49,,AMZN MKTP CA*2L3DN8YW0 WWW.AMAZON.CAON,Supplies
5/19/2021,5/21/2021,shaw cablesystems calgary ab,12.1,,SHAW CABLESYSTEMS CALGARY AB,Internet
5/19/2021,5/20/2021,cdn tire store ,115.48,,CDN TIRE STORE #00397 EDMONTON AB,Supplies
5/19/2021,5/20/2021,cdn tire store ,-221.13,,CDN TIRE STORE #00397 EDMONTON AB,Supplies
5/20/2021,5/21/2021,real cdn superstore ,-252.38,,REAL CDN SUPERSTORE #1 EDMONTON AB,Undefined
5/20/2021,5/25/2021,petrocan-12659 - 153 ave ,-100.89,,PETROCAN-12659 - 153 AVE EDMONTON AB,Fuel costs
5/20/2021,5/21/2021,payment - thank you paiement - merci,753.57,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
5/21/2021,5/21/2021,amzn mktp ca2r9gn2l80 www.amazon.caon,-14.99,,AMZN MKTP CA*2R9GN2L80 WWW.AMAZON.CAON,Supplies
5/21/2021,5/25/2021,apple.combill,-78.74,,APPLE.COM/BILL 866-712-7753 ON,Undefined
5/21/2021,5/25/2021,almadina halal meat & ,-41.85,,ALMADINA HALAL MEAT & EDMONTON AB,Undefined
5/21/2021,5/25/2021,homesense 029 ,-214.24,,HOMESENSE 029 EDMONTON AB,Undefined
5/21/2021,5/25/2021,the bedouins restaurant ,-37.78,,THE BEDOUINS RESTAURANT EDMONTON AB,Meals and entertainment
5/21/2021,5/21/2021,prklndscp, evgrnntrf &prsedmonton ab,-856.8,,PRKLNDSCP, EVGRNNTRF &PRSEDMONTON AB,Undefined
5/21/2021,5/25/2021,payment - thank you paiement - merci,709.9,,PAYMENT - THANK YOU / PAIEMENT - MERCI,Payments
5/22/2021,5/25/2021,dollarama 758 ,-78.86,,DOLLARAMA # 758 EDMONTON AB,Supplies
5/22/2021,5/25/2021,chris no frills ,-7.52,,CHRIS' NO FRILLS #3649 EDMONTON AB,Meals and entertainment
5/22/2021,5/25/2021,shaw cablesystems calgary ab,-131.25,,SHAW CABLESYSTEMS CALGARY AB,Internet
5/23/2021,5/25/2021,jasper n.p.east gate jasper ab,-139.4,,JASPER N.P.EAST GATE JASPER AB,Undefined
5/23/2021,5/25/2021,petrocan-4906 50th ave niton jctn ab,-64.95,,PETROCAN-4906 50TH AVE NITON JCTN AB,Fuel costs
5/23/2021,5/25/2021,7-eleven store ,-27.23,,7-ELEVEN STORE #32844 EDMONTON AB,Fuel costs
5/23/2021,5/25/2021,tags yellowhead edson ab,-80,,TAGS YELLOWHEAD EDSON AB,Undefined
5/24/2021,5/25/2021,tim hortons ,-8.91,,TIM HORTONS #0910 EDMONTON AB,Meals and entertainment
5/24/2021,5/25/2021,hughes petroleum ltd ,-40,,HUGHES PETROLEUM LTD # EDMONTON AB,Fuel costs
